"tax_cat","prod","n_obs","lm_r2","lm_adj_r2","lm_aic","lm_bic","lm_rmse","lm_df","lm_fstat","lm_pval","seg_r2","seg_adj_r2","seg_aic","seg_bic","seg_rmse","seg_df","seg_fstat","seg_pval","lm_XSSB_p_value","lm_xSSB_intervention_p_value","lm_xSSB_post_p_value","lm_t_p_value","seg_XSSB_p_value","seg_xSSB_intervention_p_value","seg_xSSB_post_p_value","seg_t_p_value"
"Maximum Tax Group","קייטירינג משני",290,0.343647041076914,0.334435069723608,2818.15208147759,2840.17136701547,30.5466404516821,285,37.3043974950669,4.37313647920538e-25,0.351446304741841,0.337696049718699,2818.68545282828,2848.04450021213,30.3646093697106,283,25.5592572028932,3.18383861365145e-24,NA,0.00027671644687363,0.170302263742382,0.057913458967299,NA,0.0149232150040793,0.127190100818513,0.0586857616649038
"Maximum Tax Group","מזון מוכן",290,0.552332726947878,0.546049677501532,2792.13925269535,2814.15853823324,29.2069006774809,285,87.9083845614381,1.45423821664204e-48,0.554494195051625,0.545048842296535,2794.73565693286,2824.09470431671,29.136305645412,283,58.7055041171288,6.53249737016205e-47,NA,6.50313824001183e-06,0.0119305247532987,0.733403799900953,NA,0.000125607859390722,0.00790781203983023,0.223836052666474
"Maximum Tax Group","מיצים",290,0.20843181956557,0.197322090717367,2926.8547844556,2948.87406999349,36.8432771648974,285,18.7611977225972,1.051348810401e-13,0.212226027739484,0.195524106066116,2929.4613910286,2958.82043841244,36.7548710212772,283,12.7066832122611,1.06335033433861e-12,NA,0.000911924681473623,0.115547509428608,0.360519121835279,NA,0.00486069185522422,0.0839284989659031,0.163670968516881
"Maximum Tax Group","מיונז",290,0.513933437893972,0.507111451057396,2798.34242789607,2820.36171343395,29.5209486655168,285,75.3348621458102,1.67785912978127e-43,0.515923071414808,0.505659956321129,2801.1529244143,2830.51197179814,29.4604671354614,283,50.2696371136443,7.17646798301633e-42,NA,5.90635245032882e-06,0.00961751806880361,0.856371343025069,NA,8.76047599538865e-05,0.00657679020255124,0.286445102574719
"Maximum Tax Group","דגני בוקר",290,0.366408812480506,0.357516304585496,2866.53064590579,2888.54993144368,33.203856496244,285,41.2042155943541,3.04663613027473e-27,0.372107526445742,0.358795318525864,2867.91049577137,2897.26954315521,33.0541963661823,283,27.9523523584768,3.64774039456958e-26,NA,0.000190801204547489,0.0665718416421488,0.379464322540516,NA,0.00624121404969952,0.0460148877226894,0.114188608997627
"Maximum Tax Group","חנויות למזון בע""ח",290,0.544088039219433,0.537689274857601,2792.27559509314,2814.29488063102,29.2137672411943,285,85.0301727728593,1.93014608474881e-47,0.548027495000894,0.538445039064517,2793.75886661093,2823.11791399478,29.0872778700293,283,57.1907138044306,4.90476748910993e-46,NA,8.97862330475242e-06,0.0159442958866406,0.617658142760162,NA,0.00019739043303687,0.00898146163466636,0.101080095857149
"Maximum Tax Group","אורז",290,0.296903730397815,0.287035712578837,2906.55526020157,2928.57454573946,35.5760971644447,285,30.0874740848982,6.85778824035036e-21,0.308353828306841,0.293689951875184,2905.79365993123,2935.15270731507,35.285225270495,283,21.0281251171179,2.21302678743887e-20,NA,0.00149644831105799,0.213624565678972,0.125884109302962,NA,0.00016290637591413,0.159372128311677,0.235551908316297
"Maximum Tax Group","עוף",290,0.539531310141428,0.533068591687273,2797.28748896222,2819.3067745001,29.4673029877984,285,83.4836476273418,7.89693994467461e-47,0.54364847649977,0.533973179181744,2798.68286429818,2828.04191168203,29.3352699065243,283,56.1893302737991,1.88916245989518e-45,NA,2.04428189900092e-05,0.0299062639636321,0.407209931546546,NA,0.00147039997699347,0.0200594298761788,0.120926474382743
"Maximum Tax Group","ירקות/פירות קפואים",290,0.536832485570205,0.530331888876454,2792.86284383247,2814.88212937036,29.243361096357,285,82.5820322134764,1.80705775144879e-46,0.54098094458864,0.531249091823735,2794.25369451281,2823.61274189666,29.112104315228,283,55.5886898062737,4.26794103776975e-45,NA,2.19151322829504e-05,0.0343404621350942,0.344834380163543,NA,0.00114827753501658,0.0221278987828273,0.0952660284654059
"Maximum Tax Group","סדנאות בישול",290,0.562179077529983,0.556034222477773,2789.57071209964,2811.58999763752,29.077843361526,285,91.4877686704304,6.22056871587231e-50,0.566064272034622,0.556864221265038,2790.98578460726,2820.3448319911,28.9485384121678,283,61.528385680878,1.64337240436384e-48,NA,9.8640716243592e-06,0.018279770381575,0.551418401376462,NA,0.00030200855723372,0.0105211064300807,0.0948989108017621
"Maximum Tax Group","תירוש",290,0.509157411713712,0.502268392930746,2795.52323283683,2817.54251837471,29.3778049170907,285,73.9085532721598,6.69700530735386e-43,0.512615166280921,0.50228191892292,2797.47308993928,2826.83213732312,29.2741456458184,283,49.6083320684249,1.85739435861947e-41,NA,1.95881813109561e-06,0.00353931069013441,0.761728497432739,NA,2.1571630493742e-05,0.00197456647948451,0.233670842108736
"Maximum Tax Group","ביצים",290,0.566922817666371,0.560844541423092,2789.59664702541,2811.61593256329,29.0791436176813,285,93.2703277994713,1.32811977091015e-50,0.570462428395749,0.561355624757496,2791.21669034592,2820.57573772976,28.9600655059487,283,62.6413449829477,3.94769858423953e-49,NA,6.0392098366836e-06,0.0117395942621168,0.726231966030832,NA,0.000153526083150717,0.00666129343785797,0.120938930336463
"Maximum Tax Group","קיטניות משני",290,0.529709216786081,0.523108644390097,2804.27316705274,2826.29245259062,29.8243611534558,285,80.2520122509841,1.56960268352074e-45,0.531999048729822,0.522076767077451,2806.8577169159,2836.21676429975,29.7516655902194,283,53.6166042618518,6.40815995663563e-44,NA,1.06316155534399e-05,0.0147061501642203,0.712066697809118,NA,0.000185309351076596,0.0097987600469496,0.218608067497695
"Maximum Tax Group","ופלות",290,0.551994981362019,0.545707191626749,2791.10804297382,2813.1273285117,29.1550184683975,285,87.788396972903,1.61825393361634e-48,0.556655113816089,0.547255575593109,2792.07567438795,2821.4347217718,29.0029873407094,283,59.2215384001686,3.30837353076764e-47,NA,9.76689665823992e-06,0.0175871747498726,0.573643773674157,NA,0.000418394198285956,0.00978798854391415,0.0799221422608562
"Maximum Tax Group","חטיפי בוטנים",290,0.499327759584703,0.492300780771856,2809.20966670878,2831.22895224666,30.0792857631697,285,71.0586687228747,1.10824867409746e-41,0.50798523998745,0.497553831647961,2808.15120825661,2837.51025564045,29.8180905314051,283,48.6976660729925,6.95260932565149e-41,NA,3.85567364520767e-06,0.00509290858013316,0.824710053056567,NA,0.000122000495559938,0.00191724632477789,0.0425702188888789
"Maximum Tax Group","מסטיקים",290,0.509833688429783,0.50295416124985,2795.86541562309,2817.88470116097,29.3951420637902,285,74.1088268270723,5.50964224053985e-43,0.510894104206411,0.500524367899833,2799.2373559414,2828.59640332525,29.3633284235621,283,49.267800945173,3.03839041432543e-41,NA,1.3591638724132e-05,0.0215223834002049,0.519397725548034,NA,0.000283284730877005,0.0173539884695613,0.34697569576091
"Maximum Tax Group","פריכיות",290,0.557495962883004,0.551285379905923,2791.15673037549,2813.17601591338,29.157465954044,285,89.7654801393637,2.80993007622021e-49,0.562433220215845,0.553156186015475,2791.90285666372,2821.26190404757,28.9943468517159,283,60.6264036617831,5.27588177780064e-48,NA,1.23842777538625e-05,0.0216742823632373,0.49523893948852,NA,0.000374140969820825,0.0115727803477148,0.0605030064029825
"Maximum Tax Group","שמרים",290,0.566981177410424,0.560903720251272,2789.59458332965,2811.61386886754,29.0790401514769,285,93.2925008869237,1.30299034846109e-50,0.570517084037342,0.561411439175942,2791.2168057076,2820.57585309144,28.9600712660905,283,62.6553190599265,3.87798619700785e-49,NA,6.06222499175763e-06,0.0117810386409981,0.724791655873259,NA,0.000154303271653628,0.00668907461457941,0.120971621662122
"Maximum Tax Group","ליקר",290,0.549473631743642,0.543150454645307,2795.17158214641,2817.1908676843,29.3599987200478,285,86.8983460685199,3.58429448694639e-48,0.554879501760924,0.545442318052675,2795.6708244234,2825.02987180724,29.1833216865547,283,58.7971495432381,5.78766132251046e-47,NA,3.3044198357738e-05,0.0464705847265203,0.263346963209697,NA,0.00124823330252759,0.0266730807611367,0.0441095095326921
"Maximum Tax Group","עוגות",290,0.549978437856167,0.543662345755903,2792.00625366025,2814.02553919814,29.2002040494312,285,87.0757470166009,3.05784478072114e-48,0.551988787869398,0.542490316940833,2794.70785454961,2824.06690193345,29.1349090258924,283,58.113436575296,1.43159808388279e-46,NA,1.715281147395e-05,0.0283047207468858,0.404667634604727,NA,0.000440189733568886,0.0202966408859703,0.191929469303833
"Maximum Tax Group","חנויות ממתקים",290,0.487978490613655,0.480792223815251,2807.35504848251,2829.37433402039,29.9832573216116,285,67.9043103050354,2.64232279898713e-40,0.494376003086014,0.483656059688545,2807.70878257365,2837.0678299575,29.7953538783212,283,46.1174079708953,3.13041132421661e-39,NA,3.79720932595529e-05,0.0424804953910242,0.329369682190576,NA,0.00157323835519628,0.0242159214301045,0.0476213878865198
"Maximum Tax Group","דייסות ומחיות",290,0.566388912257507,0.560303142604981,2789.57566073613,2811.59494627402,29.078091458579,285,93.0677538908161,1.58154456698833e-50,0.569886020927499,0.56076699663621,2791.22730454006,2820.5863519239,28.9605954896905,283,62.4941882731729,4.76306311486263e-49,NA,6.72821294295059e-06,0.0129613759009744,0.686145201804214,NA,0.000172631924390431,0.00744251815816747,0.119535369306641
"Maximum Tax Group","מאפים משני",290,0.546247737707345,0.539879284903237,2792.50834857681,2814.52763411469,29.2254930526029,285,85.7740105029958,9.84980782463252e-48,0.548636809474082,0.539067271865759,2794.9774225072,2824.33646989105,29.1484532730077,283,57.3315902951142,4.06134253692828e-46,NA,1.68889702575202e-05,0.0276748598432355,0.414362966133944,NA,0.000375919642831198,0.0188326054848985,0.160327514156817
"Maximum Tax Group","מים משני",290,0.565647477526404,0.559551301772389,2789.79958527587,2811.81887081376,29.0893200022664,285,92.7872653858163,2.01488428846319e-50,0.569195781511072,0.56006212316855,2791.42079337253,2820.77984075637,28.9702583976032,283,62.3184884047172,5.96191484846987e-49,NA,5.86084427759572e-06,0.0113741808357349,0.74017671427636,NA,0.000130064927326946,0.00639533343672805,0.121586970769028
"Maximum Tax Group","נקנינקיות",290,0.5430194603236,0.53660569836323,2792.99829702512,2815.01758256301,29.250191388079,285,84.6647355606304,2.68924214113836e-47,0.544568399976921,0.534912606336855,2796.01366976857,2825.37271715241,29.2005774171218,283,56.3980984139216,1.42467636439805e-45,NA,1.21264310750252e-05,0.0205467736679423,0.523520761149856,NA,0.000207462429848259,0.0150667048183052,0.258592733943358
"Maximum Tax Group","חמאה",290,0.543627665859048,0.537222440116719,2796.22917880502,2818.24846434291,29.4135838297861,285,84.8725224883904,2.226836199425e-47,0.547649251476104,0.538058776242381,2797.66235186917,2827.02139925302,29.2836997585193,283,57.103452970761,5.5135709810225e-46,NA,1.65778175778157e-05,0.0254366557051695,0.459585923371401,NA,0.000139201208459722,0.0142679095506548,0.0874547007023876
"Maximum Tax Group","חנויות מזון מהטבע",290,0.563171818907791,0.557040897067901,2789.70758567573,2811.72687121361,29.0847062202493,285,91.8576086296732,4.50921921539418e-50,0.566667494689804,0.557480233093121,2791.37755296769,2820.73660035153,28.968098675177,283,61.6796951655779,1.35258210461188e-48,NA,7.87687772432404e-06,0.0149093897499353,0.631062821983336,NA,0.000159628497672508,0.00855295740511506,0.114088518427105
"Maximum Tax Group","נס קפה אבקה",290,0.561141457009437,0.554982038862201,2789.66672935846,2811.68601489634,29.0826575096747,285,91.1029976526675,8.70029776830007e-50,0.564176918156383,0.554936852816942,2791.65391179943,2821.01295918328,28.9819047052898,283,61.0576762642823,3.01698350867244e-48,NA,7.83189667662331e-06,0.0148447074295107,0.632569382182524,NA,0.000198915179028104,0.0090575199550615,0.140944626385442
"Maximum Tax Group","חלווה",290,0.547594116312933,0.541244560050658,2797.71008909878,2819.72937463666,29.4887813051874,285,86.2413204472915,6.4651512861174e-48,0.551963787932178,0.542464786969609,2798.89543899936,2828.25448638321,29.3460234912393,283,58.1075620591283,1.44281735284287e-46,NA,2.21430264864127e-05,0.0317835573377056,0.388267865656344,NA,0.000838190853845969,0.0190746961782992,0.0773269158215261
"Maximum Tax Group","סלטים",290,0.53404389693973,0.527504162159937,2795.8999761592,2817.91926169708,29.3968936881643,285,81.6613998766189,4.22887244075943e-46,0.536427673353446,0.526599284802635,2798.4125624269,2827.77160981074,29.3216017497265,283,54.5794125435972,1.69649617922616e-44,NA,6.1067355601235e-05,0.0751817084389514,0.151347228197704,NA,0.00139738259657772,0.0553577568676692,0.124647746524411
"Maximum Tax Group","חטיפי דגנים",290,0.530157596418546,0.523563317070035,2806.61304506233,2828.63233060021,29.9449237791314,285,80.3965935319689,1.3712626083971e-45,0.536243053691057,0.526410750942457,2806.83239203628,2836.19143942013,29.7503665541841,283,54.5389078634136,1.79360466253118e-44,NA,2.61130865271882e-05,0.0312843788698146,0.429244398008696,NA,0.00116698065078629,0.0170962036980703,0.04943994772863
"Maximum Tax Group","סוכר",290,0.56711067775843,0.561035038148022,2789.58679830415,2811.60608384203,29.078649841908,285,93.341724348977,1.24890164406135e-50,0.570625269677084,0.56152191850416,2791.22270276317,2820.58175014701,28.9603657143969,283,62.6829899053316,3.74358076584679e-49,NA,6.17937173013326e-06,0.0119910243219242,0.717591467598581,NA,0.000154837468275055,0.00682418981296291,0.121158931593585
"Maximum Tax Group","דבש",290,0.565229187927254,0.559127141442022,2789.64892349841,2811.66820903629,29.0817646928113,285,92.6294464152722,2.30941721360324e-50,0.568734744157346,0.559591311171283,2791.30117633919,2820.66022372303,28.9642842957926,283,62.2014450178862,6.9250159082988e-49,NA,5.99486284960526e-06,0.0116482002113746,0.729685878419843,NA,0.000143407973418656,0.0066163004350251,0.123199763125932
"Maximum Tax Group","ערק",290,0.559253154948675,0.553067234316375,2790.28154428682,2812.30082982471,29.1135022203861,285,90.407424891386,1.59882781767912e-49,0.563239412912886,0.553979471137187,2791.6467568895,2821.00580427334,28.9815471852229,283,60.8253730483524,4.07564266035437e-48,NA,8.14998757974394e-06,0.0152001605896819,0.626377372124246,NA,0.000241026522380748,0.00854461507750337,0.0975000576197858
"Maximum Tax Group","חלב",290,0.548216484908566,0.541875663644125,2794.44029025271,2816.45957579059,29.3230035492093,285,86.4582775709072,5.31949133164522e-48,0.553882839227794,0.544424524865132,2794.78005341122,2824.13910079506,29.1385359882946,283,58.560417637877,7.91416770933634e-47,NA,2.81813032988026e-05,0.0412473799320427,0.294772583156484,NA,0.000550991516957524,0.0216882967971503,0.0349956778792459
"Maximum Tax Group","טקילה",290,0.566452369326064,0.560367490299062,2789.6252304468,2811.64451598468,29.0805767244004,285,93.0918045884467,1.54907322415204e-50,0.569954088586369,0.560836507425656,2791.27342001394,2820.63246739779,28.9628982218977,283,62.5115453912556,4.65867957164278e-49,NA,6.04059373481964e-06,0.0117352186013293,0.726537641106946,NA,0.000143906340264706,0.00666311945180698,0.122567142151107
"Maximum Tax Group","שלגונים",290,0.545287839945764,0.538905914892372,2795.39770365036,2817.41698918824,29.3714473775928,285,85.4425326815577,1.32878628787406e-47,0.552459224356998,0.542970727346899,2794.7875878079,2824.14663519174,29.1389145102166,283,58.2241026970861,1.23591629123027e-46,NA,3.67460359714261e-05,0.0505038352109095,0.241688515196529,NA,0.00164716367546188,0.0265894240876713,0.0238063080075764
"Maximum Tax Group","קונפיטורות וריבות",290,0.556859083429933,0.550639561793862,2792.28526376339,2814.30454930127,29.2142542422918,285,89.5340696622615,3.44518712609821e-49,0.560678405537006,0.55136416678514,2793.77499207912,2823.13403946296,29.0880865812262,283,60.1958378428623,9.23785587920048e-48,NA,7.56557857952486e-06,0.0136567104705529,0.679416200250764,NA,8.62181351543551e-05,0.00746112649974312,0.110060512379541
"Maximum Tax Group","מרק אינסטנט משני",290,0.442309686289384,0.434482453816252,2891.96177960205,2913.98106513994,34.6921282952285,285,56.5090774814342,4.64937486572322e-35,0.443043115752151,0.431234842587885,2895.58014391448,2924.93919129832,34.6693086411584,283,37.5197210962992,2.20771770374398e-33,NA,0.000171368760518103,0.0420873646247216,0.674287614737381,NA,0.0028878869335587,0.0553935807467548,0.718776653365276
"Maximum Tax Group","מוצרי טופו",290,0.545877897008447,0.539504253457689,2796.07685189257,2818.09613743045,29.405859877889,285,85.6461288839213,1.10550096052169e-47,0.550862306618296,0.541339952695009,2796.87623682028,2826.23528420412,29.244036373082,283,57.8493837822135,2.03419320415637e-46,NA,1.05652867591078e-05,0.0171359727691484,0.608301652840149,NA,5.07700910366808e-05,0.00864479011478523,0.0807996485646769
"Maximum Tax Group","פתיתים",290,0.567079777011653,0.561003703706553,2789.58893783369,2811.60822337158,29.0787571087102,285,93.3299762094222,1.26160195737927e-50,0.570618967383805,0.561515482593356,2791.20839863211,2820.56744601595,28.9596514941234,283,62.6813775733939,3.75128203983644e-49,NA,6.14742791501842e-06,0.0119338129072134,0.71953968467339,NA,0.000155036560122418,0.00677492771731086,0.120201105140546
"Maximum Tax Group","משקה סויה",290,0.563987856601989,0.557868387922718,2789.62596834636,2811.64525388425,29.0806137219152,285,92.1628798448621,3.45942119631101e-50,0.5673619791326,0.558189441587708,2791.373046525,2820.73209390884,28.9678736017815,283,61.8544188405704,1.08055684753512e-48,NA,5.80369739750893e-06,0.0113124589409817,0.741445945620615,NA,0.000133336794891187,0.00649605374622591,0.131445422538707
"Maximum Tax Group","מצות",290,0.565071233363625,0.558966969972237,2789.7521416725,2811.77142721039,29.0869406131003,285,92.5699297577595,2.43143289348216e-50,0.568829813145216,0.559688395756068,2791.23511985919,2820.59416724304,28.960985727313,283,62.225559662173,6.71453466241335e-49,NA,7.42874331293076e-06,0.0141292400433852,0.652581893784671,NA,0.000189892706081731,0.00795542446684862,0.105068355121851
"Maximum Tax Group","גבינה לאפיה",290,0.566372082147175,0.560286076282574,2789.63094032657,2811.65022586445,29.0808630130454,285,93.0613763357426,1.59026943293996e-50,0.569927537826121,0.560809393751763,2791.24333463599,2820.60238201983,28.9613959164826,283,62.5047743464459,4.69912293217983e-49,NA,5.8901705873439e-06,0.0114658306924376,0.735997597948386,NA,0.000144629057762413,0.00647549426167772,0.121049456341492
"Maximum Tax Group","ג'ין",290,0.556243340553154,0.550015176911795,2792.15763066717,2814.17691620505,29.2078261466214,285,89.3109707104225,4.19440501943799e-49,0.558754281690171,0.549399248793143,2794.51204213108,2823.87108951493,29.1250745188468,283,59.7276661493806,1.7028760470997e-47,NA,5.56024739911998e-06,0.010323986484088,0.792733894385435,NA,0.000109480276283374,0.00650176766239359,0.199234128449746
"Maximum Tax Group","מעדני סויה",290,0.56533967603109,0.559239180256088,2789.6985180009,2811.71780353879,29.0842515157718,285,92.6711036089328,2.22770120164942e-50,0.56881934477785,0.559677705444518,2791.36758335229,2820.72663073613,28.9676007470381,283,62.2229037962423,6.73739673147186e-49,NA,7.04706323536662e-06,0.0134846812259611,0.670925717723374,NA,0.000171235818618113,0.00775892299929044,0.118884736144986
"Maximum Tax Group","מוצרי סויה",290,0.567180692351433,0.561106035401979,2789.58641777644,2811.60570331433,29.0786307639283,285,93.3683493686753,1.22059313037059e-50,0.570704009855467,0.561602328085618,2791.21604395895,2820.57509134279,28.9600332311238,283,62.7031381987058,3.64867475062805e-49,NA,6.1811071291737e-06,0.0119941957746066,0.717482355646516,NA,0.000155054689932607,0.00681995998614571,0.120700396036059
"Maximum Tax Group","קוסקוס",290,0.567076735279622,0.561000619283547,2789.58623559184,2811.60552112972,29.0786216300006,285,93.3288198655019,1.26285903099317e-50,0.570598106341865,0.561494179267841,2791.21774784787,2820.57679523171,28.9601183082826,283,62.6760409768586,3.77688617291566e-49,NA,6.18963498035659e-06,0.0120093671462375,0.716969635383328,NA,0.000155749775725016,0.00683236771745448,0.120813795457025
"Maximum Tax Group","מלח",290,0.564454408720417,0.558341488141054,2789.97125853505,2811.99054407294,29.0979313772786,285,92.3379261013197,2.97235669703247e-50,0.568202164025377,0.559047439587752,2791.46508677325,2820.82413415709,28.9724708808148,283,62.0665502164274,8.23113390547226e-49,NA,8.7711122503026e-06,0.0163353779914332,0.596609022422317,NA,0.000240395362506973,0.00935232431174226,0.101759689463879
"Maximum Tax Group","שקדי מרק",290,0.567167645490076,0.561092805426779,2789.58585092109,2811.60513645897,29.0786023443259,285,93.3633872794077,1.22581953898367e-50,0.570690530442765,0.561588562890314,2791.21584103659,2820.57488842044,28.9600230989907,283,62.6996885183508,3.66475041568185e-49,NA,6.19137056116141e-06,0.0120125393389412,0.716860654929849,NA,0.000155413284361822,0.00683170953736758,0.120673160854409
"Maximum Tax Group","בר מים מסוננים – סודה",290,0.461397031433683,0.453837691523981,2838.32787766053,2860.34716319842,31.6279292166582,285,61.0366826925541,3.39032322862204e-37,0.463584346654534,0.452211576618942,2841.14776361141,2870.50681099525,31.5636419449456,283,40.7626589831389,1.18413360673153e-35,NA,4.00090664034511e-05,0.0263262394314443,0.637608218714764,NA,0.000115368062740182,0.0197857307950915,0.372900447752656
"Maximum Tax Group","חבילות שי",290,0.564401997612168,0.558288341438304,2789.89113375773,2811.91041929562,29.0939118872131,285,92.3182432183492,3.02348469747963e-50,0.567938479762583,0.558778164845889,2791.52710621881,2820.88615360265,28.9755690750443,283,61.9998859130417,8.96555279081208e-49,NA,5.88761070078007e-06,0.0114004837007914,0.739734645418588,NA,0.000124129320457106,0.00641022819279251,0.122497660158342
"Maximum Tax Group","גבינה צהובה מהצומח",290,0.566863217358334,0.560784104619504,2789.60002848389,2811.61931402177,29.0793131525147,285,93.2476895415164,1.35428001866596e-50,0.570405878383879,0.561297875805446,2791.21834152472,2820.57738890856,28.9601479513181,283,62.626890305731,4.02113679659955e-49,NA,6.01333939401451e-06,0.011692731650903,0.727872850644472,NA,0.000151205847079602,0.00662697217912404,0.12088090371781
"Maximum Tax Group","שמנת צמחית",290,0.563794431301957,0.557672247881634,2790.49197026811,2812.511255806,29.1240666147272,285,92.0904181717859,3.68387372382947e-50,0.567180528794462,0.558004144245935,2792.23202792524,2821.59107530909,29.010806876815,283,61.8087140741598,1.14588582859686e-48,NA,6.76145441978978e-06,0.0127813213223428,0.696637969656854,NA,9.86742859733319e-05,0.00726128865117554,0.127276378285643
"Maximum Tax Group","בורקס",290,0.56481329683022,0.55870541327696,2789.85924250927,2811.87852804716,29.092312205033,285,92.4728331680051,2.64458729721466e-50,0.568144739884706,0.558988797974134,2791.63069237876,2820.9897397626,28.9807444818978,283,62.0520253878759,8.38580807624565e-49,NA,6.68189287636466e-06,0.0128066929560044,0.692477040480743,NA,0.000138559753423516,0.00740123766708425,0.127943041638168
"Maximum Tax Group","קצפות",290,0.565327319704627,0.559226650507499,2789.83497650804,2811.85426204592,29.0910950682807,285,92.6664438666435,2.23669533919126e-50,0.568777954884566,0.559635438026995,2791.52363433206,2820.8826817159,28.9753956274696,283,62.2124042805076,6.82854817855656e-49,NA,6.32575788204486e-06,0.0121887435549521,0.712306411686818,NA,0.000118132961820882,0.00690210966027631,0.123634785185085
"Maximum Tax Group","מעדן טחינה",290,0.565666034529485,0.559570119224636,2789.79857975416,2811.81786529204,29.089269571374,285,92.7942739098581,2.00271941130411e-50,0.569191064022229,0.560057305662277,2791.43535349805,2820.79440088189,28.9709856663847,283,62.3172895089787,5.97106209878963e-49,NA,7.39428662452895e-06,0.0140569219612737,0.654864513490085,NA,0.000196530854936444,0.00811602846473255,0.115952408655619
"Maximum Tax Group","קוניאק",290,0.567174082924284,0.56109933321094,2789.58619207403,2811.60547761192,29.0786194482116,285,93.3658355797717,1.22323801274372e-50,0.570696105355599,0.56159425599918,2791.21672944013,2820.57577682397,28.9600674579676,283,62.7011152357908,3.65809321718914e-49,NA,6.18527934921162e-06,0.0120016520112635,0.717229549603009,NA,0.000155221714806168,0.006825592126453,0.120745869411403
"Maximum Tax Group","פופקורן",290,0.567180692351433,0.561106035401979,2789.58641777644,2811.60570331433,29.0786307639283,285,93.3683493686753,1.22059313037059e-50,0.570704009855467,0.561602328085618,2791.21604395895,2820.57509134279,28.9600332311238,283,62.7031381987058,3.64867475062805e-49,NA,6.1811071291737e-06,0.0119941957746066,0.717482355646516,NA,0.000155054689932607,0.00681995998614571,0.120700396036059
"Maximum Tax Group","שמן אבוקדו",290,0.567180692351433,0.561106035401979,2789.58641777644,2811.60570331433,29.0786307639283,285,93.3683493686753,1.22059313037059e-50,0.570704009855467,0.561602328085618,2791.21604395895,2820.57509134279,28.9600332311238,283,62.7031381987058,3.64867475062805e-49,NA,6.1811071291737e-06,0.0119941957746066,0.717482355646516,NA,0.000155054689932607,0.00681995998614571,0.120700396036059
"Reduced Tax Group","קפה ומסעדה משני",290,0.795637713368654,0.792769470749266,3093.67884145409,3115.69812699197,49.1216978510335,285,277.395541085227,6.17236043941925e-97,0.806376314937755,0.802271219141382,3082.02527189251,3111.38431927635,47.8136869116946,283,196.433007885048,8.48791429929459e-98,NA,0.000815314874968183,1.61244900952122e-05,4.5655251477812e-12,NA,1.9959626815284e-06,2.23886157531113e-05,0.000157175948857959
"Reduced Tax Group","בירה",290,0.0126639867069176,-0.00119336084807298,2866.60035495809,2888.61964049597,33.2078474418794,285,0.913882448041561,0.456176742179619,0.0315660179022687,0.0110338486705148,2864.99462448585,2894.3536718697,32.8884378931232,283,1.5373932265009,0.165799908730674,NA,0.627176258682653,0.116986446448811,0.137338511392647,NA,0.102421925579727,0.0831369479169342,0.838850392666145
"Reduced Tax Group","חטיפים מתוקים משני",290,0.101350912346466,0.0887382935723817,3037.73316651238,3059.75245205026,44.6048585132825,285,8.0356755533366,3.76107832469678e-06,0.121699712477281,0.103078504967965,3035.09098514791,3064.45003253175,44.0969558415131,283,6.53554354176001,1.776683320838e-06,NA,0.0309571482292526,0.000162017154688074,5.75758118624967e-07,NA,0.00233628558736813,6.27957993949845e-05,0.654473038646282
"Reduced Tax Group","גבינות משני",290,0.40974797730101,0.401463738385936,2791.65763871851,2813.67692425639,29.1826582412213,285,49.4611492379167,1.40135484269314e-31,0.413981532944231,0.401557113147996,2793.57013172328,2822.92917910712,29.0778142648287,283,33.3199891611573,2.5803296440639e-30,NA,0.559926079472929,0.904700200033919,0.409490767276066,NA,0.774813023336602,0.863647685079883,0.746652471957483
"Reduced Tax Group","המבורגרים",290,0.00954406847074824,-0.00435706741036412,2822.03634855397,2844.05563409185,30.7518982151992,285,0.686567526018929,0.601765628858845,0.0190394684309025,-0.00175828135501477,2823.24273560165,2852.60178298549,30.6041355606426,283,0.915458096519395,0.484068938289912,NA,0.86492102821312,0.240201039363576,0.411710241883187,NA,0.527218375965844,0.161434256155073,0.279686376518826
"Reduced Tax Group","קפה שחור",290,0.273220151669033,0.26301973274509,2858.21496453839,2880.23425007627,32.7311965822594,285,26.7851892854817,7.09988617405489e-19,0.277579025956364,0.262262680216923,2860.47044806318,2889.82949544703,32.6328960215111,283,18.1230582463003,8.53301179585495e-18,NA,0.411737825594468,0.737028075619831,0.160953366494266,NA,0.166077456221889,0.732040647906934,0.533586894154354
"Reduced Tax Group","תחליף חלב אם",290,0.111203502363342,0.098729165554406,2842.70708442592,2864.7263699638,31.867635151219,285,8.91458231941316,8.52790470824059e-07,0.1298110303714,0.1113617942662,2840.5712924885,2869.93033987235,31.5322859299467,283,7.03611952447245,5.39973670456394e-07,NA,0.0826557807466701,0.000641539567448385,2.43481567365458e-05,NA,0.0289953121662223,0.000183099103974353,0.523623360595307
"Reduced Tax Group","גבינות קשות/חצי קשות",290,0.447499304769919,0.439744909047391,2778.14265618955,2800.16194172744,28.5105143267393,285,57.7091137443346,1.24106052372258e-35,0.449572932825961,0.437903101013084,2781.05218976861,2810.41123715246,28.4569616531679,283,38.5243712192901,4.28270542387015e-34,NA,0.829583786295838,0.494851065354342,0.998696556970242,NA,0.782522926316174,0.428168312791353,0.554168518097559
